movie,review
jane_eyre_2011,"  ""During the story it is developing a total Love !  ""Well. Circling around a classic - Jane Eyre can be a good watch at times."
1212910-warrior," Moving...simply worth the investment  ""Plenty of heart, very-well acted, and well-told story. "
bobby_fischer_against_the_world,"  ""The chess aspects of the documentary I found interesting, everything else not so much.  ""Crazy, messed-up genius.  ""What a life Fischer had. Not expertly told, but Fischer is so fascinating that it doesn""t matter."
captain_america_the_first_avenger," This is such an underrated movie.  ""I can do this all day.  ""só avaliei pq minha namorada insistiu"
carancho,"  ""Unique, unusual Spanish-language film.  ""Not a complete storyline."
my_week_with_marilyn,"  ""A delight.  So many good actors, a sweet story, not a single special effect. Very enjoyable.  ""Nice perfomance by the leading actresses but the movie overall dodin""t satisfied me.  ""I love a classic but this was painfully slow with no real drama to speak of  ""Laughable imitation of Marilyn Monroe.  Williams looked like a klutzy clod in most of the movie."
the_hedgehog,"  ""Very Elegant and subtle!\nVery french in spirit! Empathic and intelligent.  ""Poignant, funny, moving French film.  ""film simple mais touchant. Balasko""s performance is remarkable."
a_screaming_man,"  ""Not as gripping as I thought.  ""Fantastic cinematography.  ""http://filmreviewsnsuch.blogspot.com/2012/06/screaming-man.html"
lincoln_lawyer,"  ""One of the best movies I have seen in a long time,  I could definetly watch it more than once....highly recommended it""s a need to watch movie 😁  ""Decent suspense thriller which ventured into the cat and mouse scenario, keeping me on my toes throughout.  ""The Lincoln Lawyer is a good movie if your looking for suspense but without a lot of action. This movie is an absolute must see for anyone who has a taste for the suspense in films."
even_the_rain," A movie within a movie that really works!  ""Brilliant story and great cinema  ""Profound and pensive.  ""Cine de buenas intenciones."
viva_riva,"  ""Great thriller, shows what world world is capable of."
tucker_and_dale_vs_evil,"  ""Surprisingly funny and clever. Really enjoyed this   ""Stumbled on this movie a while ago, BRILLIANT. Truly comedy gold. LOL the wood chipper."
a_better_life,  in an actualized version.
circumstance,"  ""Familiar, but not standing out.  ""Sensuous beauty trapped within immoral hideousness."
mysteries_of_lisbon,"  ""Damn this movie is long..  ""complex and a haul at 7 hours but a well crafted epic  ""A total masterpiece."
kung_fu_panda_the_kaboom_of_doom,"  ""4.5 starts because nothing beats the original. This was still great. Greater than shrek2  ""this is my personal fav Kung Fu Panda film.  ""Dreamworks took everything good about the first one and cranked it up to 11"
crazy_stupid_love_2011,"  ""I could watch this again and not mind.   ""Funny, original, & sexy!!!!!!!!!!!!!!"
melancholia_2011,"  ""5.0/10 — ""Poor""/""Inferior""/""Amateurish""\n\n-(Seen on 5/7/21)  ""If I could have given this zero stars I would have. Literally created an account on here to warn others."
la_princesse_de_montpensier,"  ""All""s unfair in love and war.  ""pretty good movie I have seen better but I see how it was a traverse city Film festival movie in 2011"
thor,"  ""A very good introduction to this character  ""I""m still not convinced about these superhero movies."
the_skin_i_live_in,"  ""Just...what the fuck...Definitely worth the watch.  ""Dark and twisted foreign film."
potiche,"  ""It""s lightweight and at times naïve, but the charm is impossible to resist.  ""Kitsch and a bit of fun, but not much more"
la_tete_en_friche," Sweet and remarkable  ""What a warm loving film, loved it  ""This is such an amazing experience!"
shame_2011,"  ""Hard hitting. Can""t say it was a joy to watch. Well cast.  ""Boring and pointless. "
young_adult,"  ""Very strange movie. This girl actually believes she can get her boyfriend back when he is happily married with a baby.  ""I""m so mad. The first part of the show was so cheery and at the end there is a terrible desperate scene involving mothers and death. I""m 52 and I can""t handle it. Supposed to kid-friendly? Hah.  ""Would have been great if there was some resolution! Ending not good"
argo_2012,"  ""What movies should be!  ""Formulaic action that takes too much liberty with the historic facts."
skyfall,"  ""best james bond move ever made  ""Great villain. Story fell apart in final act"
marvels_the_avengers," Hulk was the best part of the whole movie   ""One of the best superhero movies in existance.  ""Amazing action packed movie. This is exactly what I am looking for, a must see.\n95/100"
looper," Good sci-fi! Good plot. Bruce was very good.  """"would you kill hitler when he was a kid""  ""Smirk smirk smirk! Is there anything else besides smirking!"
moonrise_kingdom,"  ""Movie Rating:  10/10  ""A sweet and innocent tale with a great score, characters, and colors  ""Maravilhoso filme sobre a legitimidade do romance na infância."
the_cabin_in_the_woods,"  ""One of my favorite movies. Clever as all get out.  ""Surprisingly good. Fresh take on horror tropes."
jiro_dreams_of_sushi,"  ""Japan society in a restaurant.  ""A symphonic celebration of both the master and his craft that can be rewatched endlessly. (5/5)"
silver_linings_playbook,"  ""A fun movie with some depth too. Thought the acting was great and the story was engaging.  ""Really good movie. \n This wasn""t a chick flick right? Nah, this wasn""t a chick flick. Please tell me this wasn""t a chick flick.  ""favorite movie of all time  ""Great acted movie. So real when dealing with mental illness."
the_dark_knight_rises,"  ""Tom harry""s portal of Bane was up there with heath ledger playing the joker  ""What is hope? This is the question the dark knight rises asks us as a viewer. How does hope affect us when we""ve lost ourselves, how does hope give us strength, what happens to hope in our lowest points? The Dark Knight Rises is a beacon of hope, and a masterpiece"
amour_2013,"  ""Deeply moving with great acting.  ""This is a masterpiece.  ""This movie made me ball my eyes out. I will never forget it. "
the_invisible_war,"  ""Bad represenration of the military!  Ugh!  ""This happened to my own daughter."
monsieur_lazhar_2011," A fine piece by Canadian film Industry. Gentle touch of reality through a fiction tale. Remarkable direction and rhythm. Just a little bit more of dramaturgy to be an astonish movie.   ""Nice independent movie. Good acting and heavy plot. Very good, not a must see but very interesting."
the_kid_with_a_bike,"  ""KANKER FILM JE DETESTE CET  ""Kids won""t go astray for no reasons, all they need is love, care and guidance.  ""Really good movie that is overrated and underrated at the same time but still a great film."
ai_weiwei_never_sorry_2012,"  ""Incredibly inspiring.   ""inspiring artist and activist  ""He should be every artists idol."
how_to_survive_a_plague,"  ""Riveting and inspiring."
the_secret_world_of_arrietty," this movie is warm my heart AF  ""Beautiful story, such marvelous animation."
this_is_not_a_film_2011,"  ""this is not a GOOD film.  ""very sad state of affairs for this fillmmaker  ""Thought-provoking and suitably infuriating if one is an artist."
lincoln_2011,"  ""Although sometimes difficult to understand, Lincoln was a fun and interesting movie to watch. Very informative.  ""Powerful and memorable movie."
searching_for_sugar_man,"  ""Completely unpredictable. It keeps you wondering what will happen, or better, what has happened. Awesome and humbling .  ""I never get tired watching this documentary. It was magical. a real life cinderalla man.  ""An emotional ride along about a fascinating musician and person.  Very highly recommended.  ""Mysterious, heartwarming, emotional. What a story. And not one bit of it was written by a Hollywood script writer."
the_loved_ones_2012,"  ""Brutal, but emotional..  ""Don\""t Breathe  or any of the ""Saw"" movies, then you\""d likely enjoy this."
undefeated_2012,"  ""powerful doc, highly recommended  ""Not as good as his earlier documentaries, but still great.  ""Great inspiring story! Highly recommend."
beware_of_mr_baker,"  ""Loved it!  Gritty, true, and honest.  ""Strange and fairly interesting guy...  ""Fascinating documentary. Genius drummer but awful human being."
holy_motors," A: 4/5\nE: 4/5\nR: 8.5/10  ""Bizarre idea but....  ""Well, this I did not get."
mea_maxima_culpa_silence_in_the_house_of_god,"  ""Powerful and Heartbreaking"
the_island_president," Very informative and thought provoking story.  ""Definitely worth seeing. It""s ashamed no one listened to him before and he""s exiled now.  ""Awesome story, but I wished they""d subtitle the cabinet meetings."
the_queen_of_versailles,  Which Was Subsequently Thrown Out.
oslo_august_31st,"  ""Atmospheric film describing the descent of a recovered addict who has achieved so much and has his life ahead of him.  ""Asks the viewer to deliberate the meaning of ambiguity and looks damn good the whole time.  ""Good movie hard to watch.  Smart and quick.  ""Bleak and beautiful portrayal of despair in the form of a young man trying to escape his destiny."
